,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,Duration,Validation_Set
0,-1556,136,151,6425.81,6493.1991,-104857.4395999991,-0.010487253746998437,2018-11-09 12:00:00,2018-11-12 00:00:00,2 days 12:00:00,2550
1,2891,364,364,3421.76,3455.614,97871.91399999947,0.009893738894603876,2018-12-17 16:00:00,2018-12-17 16:00:00,0 days 00:00:00,2550
2,2608,433,434,3830.73,3869.0575,99958.11999999968,0.010005273146371563,2018-12-29 04:00:00,2018-12-29 08:00:00,0 days 04:00:00,2550
3,2675,458,459,3772.64,3808.7907999999998,96703.38999999971,0.009582361423300378,2019-01-02 08:00:00,2019-01-02 12:00:00,0 days 04:00:00,2550
0,2802,95,101,3568.06,3578.07,28048.02000000061,0.0028054460967585904,2019-01-25 04:00:00,2019-01-26 04:00:00,1 days 00:00:00,3050
1,2802,101,101,3578.07,3648.54,197456.93999999945,0.019694975224073152,2019-01-26 04:00:00,2019-01-26 04:00:00,0 days 00:00:00,3050
2,2953,142,182,3462.2,3531.3114000000005,204085.96420000202,0.01996170065276437,2019-02-02 00:00:00,2019-02-08 16:00:00,6 days 16:00:00,3050
3,2843,183,238,3668.28,3741.666,208636.3979999999,0.020005561189440302,2019-02-08 20:00:00,2019-02-18 00:00:00,9 days 04:00:00,3050
4,2757,334,353,3857.58,3934.8846000000003,213128.7822000011,0.020039662171620565,2019-03-06 00:00:00,2019-03-09 04:00:00,3 days 04:00:00,3050
5,2690,462,473,4033.25,4113.8844,216906.53599999976,0.01999241306638555,2019-03-27 12:00:00,2019-03-29 08:00:00,1 days 20:00:00,3050
0,1252,413,422,7981.0,8062.5775,102135.0300000004,0.010221463475754922,2019-06-11 00:00:00,2019-06-12 12:00:00,1 days 12:00:00,3550
0,-861,96,96,11602.59,11716.0,-97646.00999999988,-0.009774541718702512,2019-07-11 12:00:00,2019-07-11 12:00:00,0 days 00:00:00,4050
1,1017,215,216,9734.86,9831.0471,97822.28069999917,0.009880686522456328,2019-07-31 08:00:00,2019-07-31 12:00:00,0 days 04:00:00,4050
2,-876,277,284,11413.13,11528.0087,-100633.74120000098,-0.010065485979744437,2019-08-10 16:00:00,2019-08-11 20:00:00,1 days 04:00:00,4050
3,1015,412,412,9747.2,9844.055900000001,98308.73850000049,0.00993679210439935,2019-09-02 08:00:00,2019-09-02 08:00:00,0 days 00:00:00,4050
4,-962,450,462,10389.24,9973.6704,399777.9551999989,0.039999999999999925,2019-09-08 16:00:00,2019-09-10 16:00:00,2 days 00:00:00,4050
0,-1201,153,155,8321.06,8311.65,11301.409999999825,0.001130865538765513,2019-10-12 12:00:00,2019-10-12 20:00:00,0 days 08:00:00,4550
1,-1204,155,159,8311.65,8392.958600000002,-97895.55440000255,-0.009782486028646842,2019-10-12 20:00:00,2019-10-13 12:00:00,0 days 16:00:00,4550
2,-1245,218,219,7957.34,7638.902399999999,396454.8120000014,0.04001809649958421,2019-10-23 08:00:00,2019-10-23 12:00:00,0 days 04:00:00,4550
3,-1133,266,267,9096.02,9189.303199999998,-105689.86559999778,-0.010255386421753387,2019-10-31 08:00:00,2019-10-31 12:00:00,0 days 04:00:00,4550
4,-1114,289,290,9152.16,9244.2573,-102596.39219999939,-0.010062903183510663,2019-11-04 04:00:00,2019-11-04 08:00:00,0 days 04:00:00,4550
5,-1098,310,315,9192.0,8824.2528,403786.4255999998,0.040007310704960775,2019-11-07 16:00:00,2019-11-08 12:00:00,0 days 20:00:00,4550
6,1388,431,431,7563.85,7639.4481000000005,104930.16280000022,0.009994658804709289,2019-11-27 20:00:00,2019-11-27 20:00:00,0 days 00:00:00,4550
0,1361,153,160,7343.62,7416.5108,99204.37880000017,0.0099257314512462,2020-01-03 20:00:00,2020-01-05 00:00:00,1 days 04:00:00,5050
