,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,Duration,Validation_Set
6,-323915,359,359,30.78,31.703400000000002,-299103.11100000027,-0.030000000000000027,2022-11-07 08:00:00,2022-11-07 08:00:00,0 days 00:00:00,4550
0,999999,194,194,10.0,10.189800000000002,189799.81020000175,0.01898000000000022,2023-01-02 04:00:00,2023-01-02 04:00:00,0 days 00:00:00,5050
1,465500,455,457,21.89,21.4522,-203795.89999999967,-0.020000000000000018,2023-02-14 16:00:00,2023-02-15 00:00:00,0 days 08:00:00,5050
0,495294,113,113,20.19,19.594,-295195.22400000005,-0.0295195641406637,2023-03-13 00:00:00,2023-03-13 00:00:00,0 days 00:00:00,5550
1,485240,138,139,20.0,20.589699999999997,286146.02799999854,0.02948499999999976,2023-03-17 04:00:00,2023-03-17 08:00:00,0 days 04:00:00,5550
2,-430458,338,340,23.21,22.5137,299727.90540000034,0.030000000000000027,2023-04-19 12:00:00,2023-04-19 20:00:00,0 days 08:00:00,5550
3,-463335,410,411,22.21,21.5437,308720.11049999984,0.030000000000000027,2023-05-01 12:00:00,2023-05-01 16:00:00,0 days 04:00:00,5550
4,-484433,444,446,21.88,22.536399999999997,-317981.82119999896,-0.029999999999999805,2023-05-07 04:00:00,2023-05-07 12:00:00,0 days 08:00:00,5550
0,630517,191,195,15.86,15.533,-206179.05899999998,-0.020617906683480403,2023-06-17 08:00:00,2023-06-18 00:00:00,0 days 16:00:00,6050
1,-380934,377,377,25.71,25.1958,195876.26280000093,0.02000000000000013,2023-07-18 08:00:00,2023-07-18 08:00:00,0 days 00:00:00,6050
2,-388855,391,392,25.69,25.1762,199793.69899999994,0.020000000000000018,2023-07-20 16:00:00,2023-07-20 20:00:00,0 days 04:00:00,6050
0,459981,99,100,21.74,21.305199999999996,-199999.73880000127,-0.02000000000000013,2023-08-24 08:00:00,2023-08-24 12:00:00,0 days 04:00:00,6550
1,459446,131,131,21.33,21.7464,191313.31440000137,0.01952180028129402,2023-08-29 16:00:00,2023-08-29 16:00:00,0 days 00:00:00,6550
2,493641,174,176,20.24,19.825400000000002,-204663.55859999827,-0.02048418972332,2023-09-05 20:00:00,2023-09-06 04:00:00,0 days 08:00:00,6550
3,488843,188,189,20.02,19.609800000000003,-200523.3985999981,-0.02048951048951031,2023-09-08 04:00:00,2023-09-08 08:00:00,0 days 04:00:00,6550
4,510171,225,226,18.79,19.1658,191722.26180000085,0.020000000000000018,2023-09-14 08:00:00,2023-09-14 12:00:00,0 days 04:00:00,6550
5,443641,408,416,22.04,22.4808,195556.95279999974,0.020000000000000018,2023-10-14 20:00:00,2023-10-16 04:00:00,1 days 08:00:00,6550
0,170823,180,180,58.54,59.115300000000005,98274.47190000098,0.009827468397676897,2023-11-29 04:00:00,2023-11-29 04:00:00,0 days 00:00:00,7050
1,133380,301,303,75.71,72.68159999999999,-403927.99200000067,-0.040000000000000036,2023-12-19 08:00:00,2023-12-19 16:00:00,0 days 08:00:00,7050
2,-92759,354,354,104.51,105.5349,-95068.6990999989,-0.009806717060568237,2023-12-28 04:00:00,2023-12-28 04:00:00,0 days 00:00:00,7050
3,-94082,393,393,102.03,103.0806,-98842.54920000027,-0.010296971478976902,2024-01-03 16:00:00,2024-01-03 16:00:00,0 days 00:00:00,7050
4,-100650,485,486,94.39,95.344,-96020.09999999935,-0.010107002860472392,2024-01-19 00:00:00,2024-01-19 04:00:00,0 days 04:00:00,7050
0,89086,171,172,112.25,113.3624,99099.26639999945,0.00991002227171478,2024-02-19 00:00:00,2024-02-19 04:00:00,0 days 04:00:00,7550
1,-55651,350,350,181.47,174.21120000000002,403959.4787999989,0.039999999999999925,2024-03-19 20:00:00,2024-03-19 20:00:00,0 days 00:00:00,7550
2,-59035,362,362,177.91,179.6891,-105029.16849999999,-0.010000000000000009,2024-03-21 20:00:00,2024-03-21 20:00:00,0 days 00:00:00,7550
3,-56637,430,430,183.59,185.42589999999998,-103979.86829999893,-0.009999999999999787,2024-04-02 04:00:00,2024-04-02 04:00:00,0 days 00:00:00,7550
