,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,Duration,Validation_Set
0,-1584,139,169,6312.18,6306.37,9203.040000000634,0.0009204426996696213,2018-10-12 10:30:00,2018-10-12 18:00:00,0 days 07:30:00,40050
1,-1587,169,244,6306.37,6313.01,-10537.68000000052,-0.001052903651387549,2018-10-12 18:00:00,2018-10-13 12:45:00,0 days 18:45:00,40050
2,-1583,244,302,6313.01,6376.2613,-100126.80789999984,-0.0100191984489173,2018-10-13 12:45:00,2018-10-14 03:15:00,0 days 14:30:00,40050
3,-1556,328,346,6360.02,6369.44,-14657.519999998698,-0.001481127417838124,2018-10-14 09:45:00,2018-10-14 14:15:00,0 days 04:30:00,40050
4,-1551,346,374,6369.44,6359.0,16192.43999999938,0.0016390765907206006,2018-10-14 14:15:00,2018-10-14 21:15:00,0 days 07:00:00,40050
5,-1556,374,405,6359.0,6422.59,-98946.04000000023,-0.010000000000000009,2018-10-14 21:15:00,2018-10-15 05:00:00,0 days 07:45:00,40050
6,-1422,446,456,6891.99,6890.0,2829.7799999996896,0.0002887409877263547,2018-10-15 15:15:00,2018-10-15 17:45:00,0 days 02:30:00,40050
7,-1422,456,470,6890.0,6683.3,293927.39999999973,0.030000000000000027,2018-10-15 17:45:00,2018-10-15 21:15:00,0 days 03:30:00,40050
8,-1493,518,607,6761.0,6754.96,9017.719999999947,0.0008933589705665268,2018-10-16 09:15:00,2018-10-17 07:30:00,0 days 22:15:00,40050
9,-1496,607,657,6754.96,6717.01,56773.19999999973,0.005618093963546733,2018-10-17 07:30:00,2018-10-17 20:00:00,0 days 12:30:00,40050
10,-1513,657,686,6717.01,6784.129599999999,-101551.95479999861,-0.009992481773884343,2018-10-17 20:00:00,2018-10-18 03:15:00,0 days 07:15:00,40050
11,-1494,697,835,6733.02,6531.0197,301788.4482000009,0.03000144066110011,2018-10-18 06:00:00,2018-10-19 20:00:00,1 days 14:00:00,40050
12,-1576,915,952,6573.63,6638.8613,-102804.52879999916,-0.009923177909313408,2018-10-20 16:00:00,2018-10-21 01:15:00,0 days 09:15:00,40050
13,-1548,1018,1077,6625.56,6588.64,57152.16000000011,0.0055723591666213546,2018-10-21 17:45:00,2018-10-22 08:30:00,0 days 14:45:00,40050
14,-1566,1077,1156,6588.64,6575.56,20483.279999999886,0.0019852351926953338,2018-10-22 08:30:00,2018-10-23 04:15:00,0 days 19:45:00,40050
15,-1572,1156,1212,6575.56,6559.02,26000.879999999943,0.002515375116339924,2018-10-23 04:15:00,2018-10-23 18:15:00,0 days 14:00:00,40050
16,-1580,1212,1254,6559.02,6623.903199999999,-102515.45599999747,-0.009892209506907834,2018-10-23 18:15:00,2018-10-24 04:45:00,0 days 10:30:00,40050
17,-1554,1283,1297,6600.53,6593.96,10209.779999999548,0.000995374613856681,2018-10-24 12:00:00,2018-10-24 15:30:00,0 days 03:30:00,40050
18,-1557,1297,1395,6593.96,6546.14,74455.73999999955,0.007252091307802799,2018-10-24 15:30:00,2018-10-25 16:00:00,1 days 00:30:00,40050
19,-1580,1395,1413,6546.14,6546.91,-1216.5999999992528,-0.00011762657077296623,2018-10-25 16:00:00,2018-10-25 20:30:00,0 days 04:30:00,40050
20,-1580,1413,1479,6546.91,6543.29,5719.599999999828,0.0005529326048471228,2018-10-25 20:30:00,2018-10-26 13:00:00,0 days 16:30:00,40050
21,-1581,1479,1502,6543.29,6539.13,6576.95999999977,0.0006357657997735355,2018-10-26 13:00:00,2018-10-26 18:45:00,0 days 05:45:00,40050
22,-1583,1502,1557,6539.13,6544.95,-9213.05999999954,-0.0008900266549218827,2018-10-26 18:45:00,2018-10-27 08:30:00,0 days 13:45:00,40050
23,-1581,1557,1649,6544.95,6486.43,92520.11999999925,0.00894124477650704,2018-10-27 08:30:00,2018-10-28 07:30:00,0 days 23:00:00,40050
24,-1609,1649,1754,6486.43,6491.39,-7980.6400000000585,-0.0007646733256969629,2018-10-28 07:30:00,2018-10-29 09:45:00,1 days 02:15:00,40050
