,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,Duration,Validation_Set
0,-1488,104,123,6719.76,6704.8,22260.480000000054,0.0022262699858328627,2018-10-16 16:00:00,2018-10-17 11:00:00,0 days 19:00:00,10050
1,-1494,123,143,6704.8,6734.21,-43938.53999999978,-0.004386409736308217,2018-10-17 11:00:00,2018-10-18 07:00:00,0 days 20:00:00,10050
2,-1481,143,157,6734.21,6598.4576,201049.30440000046,0.02015862291196746,2018-10-18 07:00:00,2018-10-18 21:00:00,0 days 14:00:00,10050
3,-1548,298,408,6575.11,6445.0092,201396.03839999886,0.019786862881381317,2018-10-24 21:00:00,2018-10-29 11:00:00,4 days 14:00:00,10050
4,-1618,524,585,6411.95,6449.57,-60869.15999999982,-0.005867169893714053,2018-11-03 07:00:00,2018-11-05 20:00:00,2 days 13:00:00,10050
5,-1600,585,593,6449.57,6451.66,-3344.000000000233,-0.00032405261125934004,2018-11-05 20:00:00,2018-11-06 04:00:00,0 days 08:00:00,10050
6,-1599,593,613,6451.66,6577.347600000001,-200974.47240000177,-0.019481435785518864,2018-11-06 04:00:00,2018-11-07 00:00:00,0 days 20:00:00,10050
7,-1553,640,724,6512.59,6382.348,202265.8260000003,0.01999849522233088,2018-11-08 03:00:00,2018-11-11 15:00:00,3 days 12:00:00,10050
8,-2441,1167,1168,4225.73,4141.1957999999995,206347.98220000014,0.02000463825185239,2018-11-30 09:00:00,2018-11-30 10:00:00,0 days 01:00:00,10050
9,-2542,1231,1232,4139.43,4058.1407999999997,206637.14640000157,0.01963777621556606,2018-12-03 01:00:00,2018-12-03 02:00:00,0 days 01:00:00,10050
10,3115,1355,1358,3444.0,3375.12,-214561.20000000033,-0.020000000000000018,2018-12-08 05:00:00,2018-12-08 08:00:00,0 days 03:00:00,10050
11,3081,1375,1375,3413.18,3482.3106000000002,212991.37860000128,0.020254015317094476,2018-12-09 01:00:00,2018-12-09 01:00:00,0 days 00:00:00,10050
12,3149,1456,1457,3407.03,3475.1603999999998,214542.6295999986,0.019997006190141997,2018-12-12 10:00:00,2018-12-12 11:00:00,0 days 01:00:00,10050
13,3360,1545,1573,3256.9,3252.09,-16161.599999999817,-0.0014768645030550642,2018-12-16 03:00:00,2018-12-17 07:00:00,1 days 04:00:00,10050
14,3360,1573,1578,3252.09,3317.1318,218540.4479999999,0.020000000000000018,2018-12-17 07:00:00,2018-12-17 12:00:00,0 days 05:00:00,10050
15,-3023,1644,1646,3685.97,3759.8424,-223316.2652000006,-0.020041508748036563,2018-12-20 06:00:00,2018-12-20 08:00:00,0 days 02:00:00,10050
16,-2782,1679,1681,3925.95,3846.5196,220975.37279999926,0.02023214763305692,2018-12-21 17:00:00,2018-12-21 19:00:00,0 days 02:00:00,10050
17,-2835,1734,1734,3929.71,4008.3042,-222814.557,-0.020000000000000018,2018-12-24 00:00:00,2018-12-24 00:00:00,0 days 00:00:00,10050
18,-2721,1754,1758,4012.49,3932.2401999999997,218359.70580000014,0.020000000000000018,2018-12-24 20:00:00,2018-12-25 00:00:00,0 days 04:00:00,10050
19,-2933,1989,2012,3796.79,3720.766,222978.39199999967,0.020023230149678994,2019-01-03 15:00:00,2019-01-04 14:00:00,0 days 23:00:00,10050
20,-3000,2047,2063,3786.86,3862.4952000000003,-226905.6000000005,-0.01997306475549676,2019-01-06 01:00:00,2019-01-06 17:00:00,0 days 16:00:00,10050
21,-2822,2098,2107,3944.94,4024.5222000000003,-224580.9684000008,-0.02017323457390985,2019-01-08 04:00:00,2019-01-08 13:00:00,0 days 09:00:00,10050
22,-2752,2116,2133,3963.34,3951.22,33354.24000000095,0.0030580268157666124,2019-01-08 22:00:00,2019-01-09 15:00:00,0 days 17:00:00,10050
23,-2769,2133,2148,3951.22,3872.1955999999996,218818.56360000066,0.020000000000000018,2019-01-09 15:00:00,2019-01-10 06:00:00,0 days 15:00:00,10050
24,3074,2254,2282,3630.98,3558.3604,-223232.65039999998,-0.020000000000000018,2019-01-14 16:00:00,2019-01-15 20:00:00,1 days 04:00:00,10050
25,-3095,2283,2295,3534.42,3603.2418000000002,-213003.4710000005,-0.019471879403127,2019-01-15 21:00:00,2019-01-16 09:00:00,0 days 12:00:00,10050
26,-2990,2348,2368,3587.51,3658.791,-213130.18999999986,-0.019869212908117273,2019-01-18 14:00:00,2019-01-19 10:00:00,0 days 20:00:00,10050
0,2918,127,182,3426.62,3460.56,99036.92000000016,0.009904804151029234,2019-01-30 05:00:00,2019-02-01 12:00:00,2 days 07:00:00,12550
1,2918,182,261,3460.56,3467.99,21680.73999999952,0.00214705134429094,2019-02-01 12:00:00,2019-02-04 19:00:00,3 days 07:00:00,12550
2,2918,261,324,3467.99,3419.5,-141493.81999999937,-0.01398216257832341,2019-02-04 19:00:00,2019-02-07 10:00:00,2 days 15:00:00,12550
3,2918,324,353,3419.5,3487.89,199562.01999999964,0.020000000000000018,2019-02-07 10:00:00,2019-02-08 15:00:00,1 days 05:00:00,12550
4,2796,454,510,3640.18,3613.77,-73842.3599999996,-0.007255135735045992,2019-02-12 20:00:00,2019-02-15 04:00:00,2 days 08:00:00,12550
5,2796,510,533,3613.77,3612.19,-4417.679999999797,-0.00043721653563999485,2019-02-15 04:00:00,2019-02-16 03:00:00,0 days 23:00:00,12550
6,2796,533,564,3612.19,3685.5047999999997,204988.180799999,0.020296496031493305,2019-02-16 03:00:00,2019-02-17 10:00:00,1 days 07:00:00,12550
